trade_day,bars_processed,number_of_transactions,total_turnover,total_cost_vnd,gross_pnl_points,net_pnl_points,cum_net_pnl_points
2026-07-02,44.0,23.0,34.0,986425.4239999998,-16.100000000000136,-25.964254240000127,-25.964254240000127
