timestamp,close,raw_signal,processed_signal,regime_probability,target_normalized_position,current_contracts_before,target_contracts,delta_contracts,trade_allowed,dry_run
2026-06-25T11:10:00,2005.7,-0.03508605808019638,0.0,0.23065756261348724,0.0,0,0,0,True,True
2026-06-25T11:15:00,2007.4,-0.07351375371217728,0.0,0.24963690340518951,0.0,0,0,0,True,True
2026-06-25T11:20:00,2005.1,0.2081282138824463,0.2754077769300831,0.26556363701820374,0.2754077769300831,0,1,1,True,True
2026-06-25T11:25:00,2005.5,0.22368009388446808,0.29076015639944813,0.2651190161705017,0.29076015639944813,1,1,0,True,True
2026-06-25T13:00:00,2006.3,0.06873051822185516,0.0,0.3087431788444519,0.0,1,0,-1,True,True
2026-06-25T13:05:00,2005.9,0.023836946114897728,0.0,0.35803377628326416,0.0,0,0,0,True,True
2026-06-25T13:10:00,2007.0,-0.13458502292633057,-0.18773060918231757,0.38783642649650574,0.0,0,0,0,True,True
2026-06-25T13:15:00,2010.8,-0.36019542813301086,-0.38326333154630177,0.4392105042934418,-0.38326333154630177,0,-2,-2,True,True
2026-06-25T13:20:00,2009.5,-0.3169414699077606,-0.3396802100487637,0.48963019251823425,-0.3396802100487637,-2,-2,0,True,True
2026-06-25T13:25:00,2009.0,-0.246999129652977,-0.27817811991383423,0.5150873064994812,-0.27817811991383423,-2,-1,1,True,True
