timestamp,close,raw_signal,processed_signal,regime_probability,target_normalized_position,current_contracts_before,target_contracts,delta_contracts,trade_allowed,dry_run
2026-06-25T13:30:00,2009.6,-0.25339099764823914,-0.27913453740253286,0.5460646152496338,-0.27913453740253286,-1,-1,0,True,True
2026-06-25T13:35:00,2007.8,-0.15868917107582092,-0.19366667590030576,0.5743185877799988,-0.19366667590030576,-1,-1,0,True,True
2026-06-25T13:40:00,2007.5,-0.1348050981760025,-0.17110968193726703,0.5771967172622681,-0.17110968193726703,-1,-1,0,True,True
2026-06-25T13:45:00,2007.1,-0.1073300763964653,-0.14313539415478355,0.5917029976844788,-0.14313539415478355,-1,-1,0,True,True
2026-06-25T13:50:00,2008.6,-0.178203746676445,-0.21063282265712763,0.5801007747650146,-0.21063282265712763,-1,-1,0,True,True
2026-06-25T13:55:00,2007.7,-0.10361620038747787,-0.1395818719943694,0.5892745852470398,-0.1395818719943694,-1,-1,0,True,True
2026-06-25T14:00:00,2007.8,0.006393189076334238,0.0,0.5808504223823547,0.0,-1,0,1,True,True
2026-06-25T14:05:00,2004.8,0.2957186698913574,0.3053734515729238,0.5962398648262024,0.3053734515729238,0,2,2,True,True
2026-06-25T14:10:00,2003.6,0.4928719401359558,0.4525109493502599,0.5768262147903442,0.4525109493502599,2,2,0,True,True
2026-06-25T14:15:00,2005.8,0.4271809160709381,0.41725491482003424,0.5258389115333557,0.41725491482003424,2,2,0,True,True
2026-06-25T14:20:00,2008.1,0.3821924924850464,0.42273752906596423,0.32580146193504333,0.42273752906596423,2,2,0,False,True
2026-06-25T14:25:00,2006.0,0.669338583946228,0.6742829658439973,0.22203104197978973,0.0,2,0,-2,False,True
2026-06-26T09:35:00,2003.5,0.7790981531143188,0.8166635423103704,0.037994347512722015,0.8166635423103704,0,4,4,True,True
2026-06-26T09:40:00,2003.1,0.7503188252449036,0.7944903115906577,0.03626364469528198,0.7944903115906577,4,4,0,True,True
2026-06-26T09:45:00,2001.9,0.7156482934951782,0.7662514256086689,0.03800835832953453,0.7662514256086689,4,4,0,True,True
2026-06-26T09:50:00,2001.0,0.6560156345367432,0.7179538986577947,0.03764353320002556,0.7179538986577947,4,4,0,True,True
2026-06-26T09:55:00,2001.3,0.5344188809394836,0.6156264989931169,0.03767162933945656,0.6156264989931169,4,3,-1,True,True
2026-06-26T10:00:00,1998.6,0.5903741121292114,0.6619638098227264,0.04286636784672737,0.6619638098227264,3,3,0,True,True
2026-06-26T10:05:00,1998.5,0.553093671798706,0.6301452887533004,0.04369843378663063,0.6301452887533004,3,3,0,True,True
2026-06-26T10:10:00,1996.4,0.680241584777832,0.733849876209651,0.05065562576055527,0.733849876209651,3,4,1,True,True
2026-06-26T10:15:00,1997.1,0.642572820186615,0.7024197389950524,0.05321982875466347,0.7024197389950524,4,4,0,True,True
