round_trip_cost_points,net_total_return,net_sharpe,net_max_drawdown,net_profit_factor,net_average_trade_pnl,window,model
,-0.20739459515172531,-0.9488113796799135,-0.4002393246326139,0.8251064206512444,-0.40339118000001034,wf_6_2024-01-01_2024-06-30,long_only
,-0.6293081538807753,-6.745192301190052,-0.6701089284579944,0.10236952444497048,-3.2939712803867343,wf_6_2024-01-01_2024-06-30,tsmom_12
,-0.6232345871693394,-6.520210643777631,-0.6928220239971028,0.13419639671990619,-3.2897503792452905,wf_6_2024-01-01_2024-06-30,tsmom_24
,-0.30415899549403125,-1.9518964422776317,-0.40535372027551186,0.19120677058787883,-3.079738683190875,wf_6_2024-01-01_2024-06-30,tsmom_48
,-0.45359768090095987,-3.7269315867241515,-0.45359768090095987,0.20357716081354518,-3.2890579963503663,wf_6_2024-01-01_2024-06-30,tsmom_78
,-0.3869418531264248,-2.8566710493456258,-0.5246219155948095,0.17785082045594855,-2.980025962068959,wf_6_2024-01-01_2024-06-30,ema_cross_8_24
,-0.3869418531264248,-2.8566710493456258,-0.5246219155948095,0.17785082045594855,-2.980025962068959,wf_6_2024-01-01_2024-06-30,macd_8_24
,-0.40356516588352187,-3.0345582650568397,-0.4904156061150423,0.2800707162236418,-2.5396311716814273,wf_6_2024-01-01_2024-06-30,ema_cross_16_48
,-0.40356516588352187,-3.0345582650568397,-0.4904156061150423,0.2800707162236418,-2.5396311716814273,wf_6_2024-01-01_2024-06-30,macd_16_48
,-0.10524255828134299,-0.08902756778957788,-0.36039698245916996,0.688542546083388,-0.8036708060975221,wf_6_2024-01-01_2024-06-30,ema_cross_32_96
,-0.10524255828134299,-0.08902756778957788,-0.36039698245916996,0.688542546083388,-0.8036708060975221,wf_6_2024-01-01_2024-06-30,macd_32_96
,0.06064067415012109,6.843843646685161,-0.013516013902075352,0.5935308919964397,-0.14772742276922063,wf_6_2024-01-01_2024-06-30,lstm_dmn
,-0.1523174865674295,-2.818529852593467,-0.2059607298328756,0.9163233210358743,-0.0969132399421662,wf_6_2024-01-01_2024-06-30,decoder_transformer
,0.1933892421984138,4.456208275677485,-0.0798863107273402,1.0613589353611799,0.04842677259193356,wf_6_2024-01-01_2024-06-30,decoder_tft
