round_trip_cost_points,net_total_return,net_sharpe,net_max_drawdown,net_profit_factor,net_average_trade_pnl,window,model
,-0.4859752200476568,-4.469274738397189,-0.6518041250244233,0.8965952792363149,-0.4078610146340906,wf_10_2026-01-01_2026-05-11,long_only
,-0.4429818708346531,-4.0845300311301145,-0.4898458722278869,0.1214760952911887,-6.17564975760369,wf_10_2026-01-01_2026-05-11,tsmom_12
,-0.6109448506543189,-7.0471842351443525,-0.6321813673583303,0.12691409382598648,-6.3270806497041505,wf_10_2026-01-01_2026-05-11,tsmom_24
,-0.4086766378978097,-3.454632798014266,-0.49854258747126734,0.19220544102122464,-5.44120984444442,wf_10_2026-01-01_2026-05-11,tsmom_48
,-0.3815732583736693,-3.0146476201351837,-0.4881717044449233,0.164560278992013,-6.245159283695676,wf_10_2026-01-01_2026-05-11,tsmom_78
,-0.27594373162775154,-1.7459082319326142,-0.4368484022627489,0.2026772594651758,-5.341673046846834,wf_10_2026-01-01_2026-05-11,ema_cross_8_24
,-0.27594373162775154,-1.7459082319326142,-0.4368484022627489,0.2026772594651758,-5.341673046846834,wf_10_2026-01-01_2026-05-11,macd_8_24
,-0.3599115069300355,-2.740477418830074,-0.4707074750690987,0.2505077123412754,-5.000827883660144,wf_10_2026-01-01_2026-05-11,ema_cross_16_48
,-0.3599115069300355,-2.740477418830074,-0.4707074750690987,0.2505077123412754,-5.000827883660144,wf_10_2026-01-01_2026-05-11,macd_16_48
,0.04083220408785593,1.2462476789614663,-0.5170925276612469,0.3949399895959927,-3.350384112820527,wf_10_2026-01-01_2026-05-11,ema_cross_32_96
,0.04083220408785593,1.2462476789614663,-0.5170925276612469,0.3949399895959927,-3.350384112820527,wf_10_2026-01-01_2026-05-11,macd_32_96
,-0.008653771636646823,-0.5816482915702523,-0.05467175931375856,0.3717449036492122,-0.7130835729729683,wf_10_2026-01-01_2026-05-11,lstm_dmn
,-0.15186506264387978,-2.6196004138534943,-0.29141404505851576,0.7624761572298242,-0.6647033734948707,wf_10_2026-01-01_2026-05-11,decoder_transformer
,-0.15833276062517654,-4.17742293943836,-0.20835351974366023,0.4563408750500539,-1.3553088761497414,wf_10_2026-01-01_2026-05-11,decoder_tft
