round_trip_cost_points,net_total_return,net_sharpe,net_max_drawdown,net_profit_factor,net_average_trade_pnl,window,model
,1.0739925826514312,4.286064517230163,-0.4519335724590192,0.6199019596316737,-2.1177056687500273,wf_9_2025-06-30_2025-12-29,long_only
,0.09624190580170566,1.4665118978174532,-0.526735886736178,0.13854700832278818,-6.021480989010997,wf_9_2025-06-30_2025-12-29,tsmom_12
,-0.3921038992758096,-1.1938757528892465,-0.6395801674497419,0.1302575647392991,-6.729455790960442,wf_9_2025-06-30_2025-12-29,tsmom_24
,-0.2849810125533543,-0.4557853185201365,-0.6237597926979465,0.1885397806132418,-6.62610495466667,wf_9_2025-06-30_2025-12-29,tsmom_48
,-0.06348290946496404,0.7819633967122901,-0.5483403415517907,0.33501470132098315,-4.4505898364820835,wf_9_2025-06-30_2025-12-29,tsmom_78
,0.6160886434626738,3.227986540368323,-0.5052669957898804,0.28258589053718697,-4.819887094478533,wf_9_2025-06-30_2025-12-29,ema_cross_8_24
,0.6160886434626738,3.227986540368323,-0.5052669957898804,0.28258589053718697,-4.819887094478533,wf_9_2025-06-30_2025-12-29,macd_8_24
,0.2384221354321827,2.0275680715407036,-0.5957042672387607,0.5256602149701755,-2.768797900909114,wf_9_2025-06-30_2025-12-29,ema_cross_16_48
,0.2384221354321827,2.0275680715407036,-0.5957042672387607,0.5256602149701755,-2.768797900909114,wf_9_2025-06-30_2025-12-29,macd_16_48
,0.8146673527856139,3.7040085417862003,-0.3584070627721021,0.9297200881992361,-0.32059901294117904,wf_9_2025-06-30_2025-12-29,ema_cross_32_96
,0.8146673527856139,3.7040085417862003,-0.3584070627721021,0.9297200881992361,-0.32059901294117904,wf_9_2025-06-30_2025-12-29,macd_32_96
,0.08098659036142619,2.3447732391153115,-0.09121679524385273,1.5732713084732293,0.4217424616993396,wf_9_2025-06-30_2025-12-29,lstm_dmn
,0.2893474446923556,3.4715118068752155,-0.19718501291119295,1.2317683321776505,0.4680753095029785,wf_9_2025-06-30_2025-12-29,decoder_transformer
,0.4613035858855259,4.379489287019469,-0.34392926347114827,1.4465927165488837,0.9686351302516105,wf_9_2025-06-30_2025-12-29,decoder_tft
