round_trip_cost_points,net_total_return,net_sharpe,net_max_drawdown,net_profit_factor,net_average_trade_pnl,window,model
,-0.5080783428126359,-2.9669634141202543,-0.7069095989293652,0.6375612251894549,-1.139152995312497,wf_5_2023-06-30_2023-12-29,long_only
,-0.52651587563093,-3.4052159352250455,-0.5593415193404536,0.13431974249295367,-3.3644555069645206,wf_5_2023-06-30_2023-12-29,tsmom_12
,-0.532698398507903,-3.454466323590076,-0.5899233683669419,0.15336851522327705,-3.3358192457831404,wf_5_2023-06-30_2023-12-29,tsmom_24
,-0.4549895261086042,-2.578778033634109,-0.6212472792103297,0.25044811684764007,-3.1309910181318927,wf_5_2023-06-30_2023-12-29,tsmom_48
,0.022888401776919975,0.9881213690504054,-0.41064892386873697,0.26498391523243625,-2.9428853717948695,wf_5_2023-06-30_2023-12-29,tsmom_78
,0.18558305838338796,1.8048269128041972,-0.3117364054407147,0.2589037106238585,-2.852383575301232,wf_5_2023-06-30_2023-12-29,ema_cross_8_24
,0.18558305838338796,1.8048269128041972,-0.3117364054407147,0.2589037106238585,-2.852383575301232,wf_5_2023-06-30_2023-12-29,macd_8_24
,-0.014398845536122584,0.79321437051017,-0.4818663480111839,0.4739068924328964,-1.7227964286956476,wf_5_2023-06-30_2023-12-29,ema_cross_16_48
,-0.014398845536122584,0.79321437051017,-0.4818663480111839,0.4739068924328964,-1.7227964286956476,wf_5_2023-06-30_2023-12-29,macd_16_48
,0.5856030809404134,3.388158821657188,-0.48562638687581194,0.6127427313586421,-1.2098778295858075,wf_5_2023-06-30_2023-12-29,ema_cross_32_96
,0.5856030809404134,3.388158821657188,-0.48562638687581194,0.6127427313586421,-1.2098778295858075,wf_5_2023-06-30_2023-12-29,macd_32_96
,0.06935699528593409,5.678292616965618,-0.016679790702851194,0.9596734748793152,-0.014163044235290101,wf_5_2023-06-30_2023-12-29,lstm_dmn
,0.46789597972767316,5.847099429748261,-0.12540739616664132,0.9744542201490091,-0.030573145762027375,wf_5_2023-06-30_2023-12-29,decoder_transformer
,0.37520160678579684,4.96640145325464,-0.15740023840788464,0.9787358754950566,-0.024533229252075205,wf_5_2023-06-30_2023-12-29,decoder_tft
