round_trip_cost_points,net_total_return,net_sharpe,net_max_drawdown,net_profit_factor,net_average_trade_pnl,window,model
,-0.22569272027219678,-1.607086941073038,-0.4743481915991439,0.5423764581288653,-0.8385866093749696,wf_7_2024-06-30_2024-12-29,long_only
,-0.6813440660091022,-9.400594055185183,-0.6933082230253076,0.06387078086439682,-3.164023781718977,wf_7_2024-06-30_2024-12-29,tsmom_12
,-0.591165603304749,-7.268141015364453,-0.64664759643805,0.09502889989373837,-2.8421961202090613,wf_7_2024-06-30_2024-12-29,tsmom_24
,-0.3269435451170015,-2.8849685042310322,-0.4464231767038185,0.1028328590740387,-3.1082227121951105,wf_7_2024-06-30_2024-12-29,tsmom_48
,-0.4184616944586239,-4.086853207999987,-0.47502457491313965,0.11980430082344992,-3.0632997659306125,wf_7_2024-06-30_2024-12-29,tsmom_78
,-0.33400266896263975,-2.9615763325916786,-0.4293094233812137,0.13278856515196333,-2.6584858510028915,wf_7_2024-06-30_2024-12-29,ema_cross_8_24
,-0.33400266896263975,-2.9615763325916786,-0.4293094233812137,0.13278856515196333,-2.6584858510028915,wf_7_2024-06-30_2024-12-29,macd_8_24
,-0.2512474774275031,-1.9260236869741683,-0.3433237663343037,0.19988530131466903,-2.147495494166665,wf_7_2024-06-30_2024-12-29,ema_cross_16_48
,-0.2512474774275031,-1.9260236869741683,-0.3433237663343037,0.19988530131466903,-2.147495494166665,wf_7_2024-06-30_2024-12-29,macd_16_48
,-0.10046296079346917,-0.33974835622736976,-0.29637554618934936,0.3632549105799829,-1.4761430666666677,wf_7_2024-06-30_2024-12-29,ema_cross_32_96
,-0.10046296079346917,-0.33974835622736976,-0.29637554618934936,0.3632549105799829,-1.4761430666666677,wf_7_2024-06-30_2024-12-29,macd_32_96
,0.03329065352596339,3.7914181505700384,-0.015953586296511446,0.37077456533401176,-0.3344724081889606,wf_7_2024-06-30_2024-12-29,lstm_dmn
,-0.029150519977218514,-0.3490068740612452,-0.134882719455916,0.6870186439133199,-0.35822843343162586,wf_7_2024-06-30_2024-12-29,decoder_transformer
,0.1548703458678664,3.238813058659915,-0.1131118536564577,0.6470781268146087,-0.3718496905159032,wf_7_2024-06-30_2024-12-29,decoder_tft
